heartRate_cozie,light_cozie,noise_cozie,user_id,room,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
73.0,10.0,10.0,cresh12,BUILDING_MATERIALS_LAB,25.625,-0.6527597524627224,-0.7575649843840495,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
59.0,10.0,10.0,cresh12,BUILDING_MATERIALS_LAB,28.5,-0.6691306063588582,-0.7431448254773942,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
63.0,10.0,10.0,cresh12,BUILDING_MATERIALS_LAB,28.625,-0.7313537016191705,-0.6819983600624986,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
66.0,10.0,10.0,cresh12,BUILDING_MATERIALS_LAB,28.125,-0.7906895737438433,-0.6122172800344493,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
82.0,11.0,10.0,cresh12,BUILDING_MATERIALS_LAB,27.75,-0.8338858220671681,-0.5519369853120584,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
62.0,10.0,10.0,cresh12,BUILDING_MATERIALS_LAB,27.625,-0.8681988144891424,-0.4962165036752081,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
66.0,10.0,10.0,cresh12,BUDS_LAB,27.625,-0.9063077870366502,-0.4226182617406991,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,11.0
66.0,10.0,10.0,cresh12,BUDS_LAB,27.5,-0.9288095528719243,-0.3705574375098359,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,11.0
69.0,9.0,11.0,cresh06,BUILDING_MATERIALS_LAB,23.875,0.7193398003386511,-0.6946583704589974,0.0,1.0,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
72.0,9.0,11.0,cresh06,BUILDING_MATERIALS_LAB,28.0,0.6461239796429638,-0.7632324697825289,0.0,1.0,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
